log_probability,avg_win_probability,first_round_upsets,sweet16_double_digit_count,final_four_one_seeds,final_four_seed_sum,champion_seed,champion_title_probability
-23.93533314898855,0.708147814886013,1,0,4,4,1,0.14764031541532394
