log_probability,avg_win_probability,first_round_upsets,sweet16_double_digit_count,final_four_one_seeds,final_four_seed_sum,champion_seed,champion_title_probability
-18.945231600871747,0.7694945318512383,0,0,4,4,1,0.4890590087056183
