log_probability,avg_win_probability,first_round_upsets,sweet16_double_digit_count,final_four_one_seeds,final_four_seed_sum,champion_seed,selected_upset_count,upset_bonus,utility,sample_idx
-27.146246722576063,0.6845865231864702,4,0,3,5,1,3,0.016854745507343838,-27.019836131270985,3627
