Team,Season,TeamID,StarterPointsPer,BenchPointsPer,BenchMinPer,Height,StarterExp,TeamExp,StarterPointsPct,BenchPointsPct,BenchMinPct,HeightPct,StarterExpPct,TeamExpPct
Auburn,2008,1120,0.6866142985730456,0.31338570142695454,0.204718112754898,77.53846153846153,3.2,2.4615384615384617,0.4897360703812317,0.5131964809384164,0.008797653958944282,0.8196480938416423,0.7565982404692082,0.5557184750733137
Austin Peay,2008,1122,0.7852045423669217,0.21479545763307847,0.2558,75.83333333333333,3.4,2.8333333333333335,0.9237536656891495,0.07917888563049853,0.12316715542521994,0.14222873900293256,0.8709677419354839,0.9090909090909091
BYU,2008,1140,0.7498252005473793,0.25017479945262056,0.29544986617253455,77.58333333333333,3.2,2.4166666666666665,0.7888563049853372,0.21407624633431085,0.31671554252199413,0.844574780058651,0.7565982404692082,0.4706744868035191
Ball St.,2008,1123,0.7429386866903039,0.25706131330969595,0.30309964634907427,74.08333333333333,2.4,2.1666666666666665,0.7595307917888563,0.2434017595307918,0.36656891495601174,0.002932551319648094,0.1935483870967742,0.21994134897360704
Baylor,2008,1124,0.6754571771104417,0.3245428228895582,0.34285714285714286,78.16666666666667,3.0,2.75,0.41935483870967744,0.5835777126099707,0.6979472140762464,0.9530791788856305,0.6231671554252199,0.8548387096774194
Belmont,2008,1125,0.6506103411978855,0.3493896588021145,0.3998799759951991,76.84615384615384,2.8,2.5384615384615383,0.31378299120234604,0.6891495601173021,0.9384164222873901,0.5527859237536656,0.4750733137829912,0.6715542521994134
Bethune Cookman,2008,1126,0.7239735399471845,0.2760264600528155,0.3164,75.54545454545455,3.0,3.0,0.6950146627565983,0.30791788856304986,0.45161290322580644,0.08064516129032258,0.6231671554252199,0.9633431085043989
Binghamton,2008,1127,0.7039416248788953,0.2960583751211046,0.3075384923015397,76.23076923076923,3.2,2.3846153846153846,0.5953079178885631,0.40762463343108507,0.39296187683284456,0.27712609970674484,0.7565982404692082,0.43841642228739003
Boise St.,2008,1129,0.7930079715111423,0.20699202848885753,0.24144828965793158,77.46153846153847,3.6,2.5384615384615383,0.9354838709677419,0.06744868035190615,0.06451612903225806,0.7947214076246334,0.9560117302052786,0.6715542521994134
Boston College,2008,1130,0.679069653366104,0.3209303466338962,0.3324664932986598,77.75,2.2,1.9166666666666667,0.44868035190615835,0.5542521994134897,0.5894428152492669,0.8885630498533724,0.10850439882697947,0.04985337243401759
Boston University,2008,1131,0.7553632032042793,0.2446367967957204,0.3330000000000001,77.13333333333334,2.0,2.1333333333333333,0.8093841642228738,0.1935483870967742,0.5982404692082112,0.6715542521994134,0.06158357771260997,0.17302052785923755
Bowling Green,2008,1132,0.6520455767423925,0.3479544232576074,0.28185637127425484,77.18181818181819,2.2,2.1818181818181817,0.3225806451612903,0.6803519061583577,0.2375366568914956,0.6935483870967742,0.10850439882697947,0.2316715542521994
Bradley,2008,1133,0.7525980661518735,0.2474019338481264,0.2932,75.61538461538461,2.8,2.769230769230769,0.7976539589442815,0.20527859237536658,0.30498533724340177,0.08797653958944282,0.4750733137829912,0.8724340175953079
Brown,2008,1135,0.7302963225271021,0.2697036774728978,0.27099999999999996,77.33333333333333,3.0,2.066666666666667,0.718475073313783,0.2844574780058651,0.17888563049853373,0.749266862170088,0.6231671554252199,0.12609970674486803
Bucknell,2008,1137,0.5759225997486556,0.42407740025134416,0.3851714167699298,76.0,2.4,2.4285714285714284,0.09090909090909091,0.9120234604105572,0.8973607038123167,0.19794721407624633,0.1935483870967742,0.5029325513196481
Buffalo,2008,1138,0.5731375719883158,0.4268624280116844,0.4168833766753351,77.21428571428571,2.4,2.4285714285714284,0.08211143695014662,0.9208211143695014,0.9765395894428153,0.6994134897360704,0.1935483870967742,0.5029325513196481
Butler,2008,1139,0.679689102197949,0.3203108978020511,0.2875424915016997,75.86666666666666,3.4,2.466666666666667,0.45161290322580644,0.5513196480938416,0.25806451612903225,0.1656891495601173,0.8709677419354839,0.5777126099706745
Cal Poly,2008,1142,0.6322904098845156,0.3677095901154844,0.37828879221048267,76.78571428571429,3.0,3.0714285714285716,0.24633431085043989,0.7565982404692082,0.8797653958944281,0.530791788856305,0.6231671554252199,0.9750733137829912
Cal St. Bakersfield,2008,1167,0.5698424639176727,0.4301575360823274,0.3620546810273406,76.07692307692308,2.2,2.4615384615384617,0.07624633431085044,0.9266862170087976,0.8181818181818182,0.2287390029325513,0.10850439882697947,0.5557184750733137
Cal St. Fullerton,2008,1168,0.7111523414049564,0.2888476585950438,0.3192,74.54545454545455,3.8,3.5454545454545454,0.6187683284457478,0.3841642228739003,0.47214076246334313,0.008797653958944282,0.9956011730205279,1.0
Cal St. Northridge,2008,1169,0.6300786733651531,0.36992132663484695,0.36074429771908756,75.8,3.2,2.8,0.23460410557184752,0.7683284457478006,0.8064516129032258,0.1348973607038123,0.7565982404692082,0.9017595307917888
California,2008,1143,0.7620872849574235,0.23791271504257655,0.2919999999999999,76.78571428571429,2.8,2.2857142857142856,0.844574780058651,0.15835777126099707,0.2961876832844575,0.530791788856305,0.4750733137829912,0.3093841642228739
Campbell,2008,1144,0.5691402819258236,0.4308597180741764,0.3968412634946022,76.0,2.75,2.4166666666666665,0.07038123167155426,0.9325513196480938,0.9296187683284457,0.19794721407624633,0.39882697947214074,0.4706744868035191
Canisius,2008,1145,0.5587625913702131,0.4412374086297869,0.4016952656605335,75.06666666666666,1.4,1.8,0.05571847507331378,0.9472140762463344,0.9472140762463344,0.02346041055718475,0.005865102639296188,0.020527859237536656
Centenary,2008,1147,0.731553680686597,0.2684463193134029,0.3027285401314479,76.23076923076923,2.4,1.9230769230769231,0.7243401759530792,0.2785923753665689,0.36070381231671556,0.27712609970674484,0.1935483870967742,0.05571847507331378
Central Arkansas,2008,1146,0.7276934146050585,0.27230658539494157,0.29094181163767247,75.86666666666666,3.2,2.4,0.7096774193548387,0.2932551319648094,0.2903225806451613,0.1656891495601173,0.7565982404692082,0.4501466275659824
Central Connecticut,2008,1148,0.7788797786434783,0.22112022135652157,0.27803061646669425,74.41666666666667,2.2,1.75,0.906158357771261,0.0967741935483871,0.22287390029325513,0.005865102639296188,0.10850439882697947,0.010263929618768328
Central Michigan,2008,1141,0.6045462263741153,0.3954537736258848,0.4087736789631106,76.0,2.4,2.7857142857142856,0.16422287390029325,0.8387096774193549,0.9618768328445748,0.19794721407624633,0.1935483870967742,0.8900293255131965
Charleston,2008,1158,0.7361422670009093,0.26385773299909077,0.2738,76.33333333333333,2.0,2.1666666666666665,0.7419354838709677,0.26099706744868034,0.1935483870967742,0.32697947214076245,0.06158357771260997,0.21994134897360704
Charleston Southern,2008,1149,0.6652411718330093,0.33475882816699076,0.35074029611844737,76.84615384615384,2.0,2.1538461538461537,0.3841642228739003,0.6187683284457478,0.7390029325513197,0.5527859237536656,0.06158357771260997,0.20234604105571846
Charlotte,2008,1150,0.7173355727204951,0.28266442727950486,0.322735452909418,76.5,2.6,2.25,0.656891495601173,0.3460410557184751,0.49560117302052786,0.3841642228739003,0.32404692082111436,0.27419354838709675
Chattanooga,2008,1151,0.6364454882158443,0.3635545117841556,0.33633273345330933,77.0,3.4,2.7142857142857144,0.26392961876832843,0.7390029325513197,0.6392961876832844,0.6187683284457478,0.8709677419354839,0.8313782991202346
Chicago St.,2008,1152,0.6808882353871207,0.31911176461287916,0.4570914182836567,75.71428571428571,3.25,2.357142857142857,0.4633431085043988,0.5395894428152492,0.9941348973607038,0.10557184750733138,0.8181818181818182,0.3944281524926686
Cincinnati,2008,1153,0.6754986789912191,0.32450132100878093,0.3369978013192084,77.76923076923077,3.0,2.3846153846153846,0.4252199413489736,0.5777126099706745,0.6480938416422287,0.8988269794721407,0.6231671554252199,0.43841642228739003
Clemson,2008,1155,0.6789452201159706,0.3210547798840294,0.3284,77.375,2.8,2.5,0.44574780058651026,0.5571847507331378,0.5630498533724341,0.7683284457478006,0.4750733137829912,0.6143695014662757
Cleveland St.,2008,1156,0.6249453513418515,0.37505464865814847,0.36340103544404617,76.3076923076923,3.0,2.6923076923076925,0.21407624633431085,0.7888563049853372,0.8240469208211144,0.30791788856304986,0.6231671554252199,0.8181818181818182
Coastal Carolina,2008,1157,0.540429997422743,0.45957000257725705,0.29484536082474216,76.64285714285714,2.6,2.9285714285714284,0.02932551319648094,0.9736070381231672,0.31378299120234604,0.45161290322580644,0.32404692082111436,0.9442815249266863
Colgate,2008,1159,0.6778949837899563,0.3221050162100437,0.34586917383476695,77.21428571428571,3.6,2.7857142857142856,0.436950146627566,0.5659824046920822,0.7214076246334311,0.6994134897360704,0.9560117302052786,0.8900293255131965
Colorado,2008,1160,0.7889673837979846,0.21103261620201524,0.26989204318272697,77.75,2.8,2.1666666666666665,0.9325513196480938,0.07038123167155426,0.1656891495601173,0.8885630498533724,0.4750733137829912,0.21994134897360704
Colorado St.,2008,1161,0.6041580273464872,0.395841972653513,0.341745966073645,76.45454545454545,2.0,1.75,0.15835777126099707,0.844574780058651,0.6862170087976539,0.36363636363636365,0.06158357771260997,0.010263929618768328
Columbia,2008,1162,0.5128560777898084,0.4871439222101916,0.39139999999999997,76.66666666666667,3.2,2.933333333333333,0.017595307917888565,0.9853372434017595,0.9178885630498533,0.46187683284457476,0.7565982404692082,0.9530791788856305
Connecticut,2008,1163,0.6942585768986551,0.30574142310134506,0.2774890043982407,77.8125,2.6,2.125,0.5483870967741935,0.45454545454545453,0.21700879765395895,0.906158357771261,0.32404692082111436,0.16422287390029325
Coppin St.,2008,1164,0.60392122320909,0.39607877679090997,0.3998,76.6923076923077,3.0,2.5714285714285716,0.15542521994134897,0.8475073313782991,0.9354838709677419,0.47947214076246336,0.6231671554252199,0.7067448680351907
Cornell,2008,1165,0.631697928688293,0.3683020713117072,0.34566913382676534,77.5,2.6,2.375,0.2434017595307918,0.7595307917888563,0.718475073313783,0.8064516129032258,0.32404692082111436,0.4208211143695015
Creighton,2008,1166,0.5737165828381888,0.426283417161811,0.4450890178035607,76.07142857142857,2.8,2.2142857142857144,0.08797653958944282,0.9149560117302052,0.9912023460410557,0.22287390029325513,0.4750733137829912,0.24193548387096775
Dartmouth,2008,1171,0.5947384565664534,0.4052615434335467,0.40041536863966765,76.6875,3.4,2.3125,0.12903225806451613,0.873900293255132,0.9413489736070382,0.46774193548387094,0.8709677419354839,0.3563049853372434
Davidson,2008,1172,0.6977738644553918,0.3022261355446082,0.32120727563461926,77.07142857142857,3.2,2.4285714285714284,0.5659824046920822,0.436950146627566,0.4809384164222874,0.6334310850439883,0.7565982404692082,0.5029325513196481
Dayton,2008,1173,0.603492563898659,0.39650743610134076,0.342,76.875,3.2,2.1176470588235294,0.15249266862170088,0.8504398826979472,0.6920821114369502,0.5630498533724341,0.7565982404692082,0.16129032258064516
DePaul,2008,1177,0.7081418380607789,0.29185816193922104,0.318263652730546,77.0,2.8,2.727272727272727,0.6099706744868035,0.39296187683284456,0.4604105571847507,0.6187683284457478,0.4750733137829912,0.8387096774193549
Delaware,2008,1174,0.756172944864508,0.2438270551354918,0.2704,77.58333333333333,2.6,2.5,0.8123167155425219,0.1906158357771261,0.17008797653958943,0.844574780058651,0.32404692082111436,0.6143695014662757
Delaware St.,2008,1175,0.691562987681888,0.308437012318112,0.3262652530506101,75.52941176470588,2.4,2.0555555555555554,0.5249266862170088,0.4780058651026393,0.530791788856305,0.07038123167155426,0.1935483870967742,0.11730205278592376
Denver,2008,1176,0.5882896530377795,0.4117103469622205,0.25040096230954295,76.1,2.2,2.3,0.11143695014662756,0.8914956011730205,0.093841642228739,0.2404692082111437,0.10850439882697947,0.32697947214076245
Detroit Mercy,2008,1178,0.7430544950848146,0.2569455049151855,0.3456,75.61538461538461,3.0,2.3846153846153846,0.7653958944281525,0.2375366568914956,0.7155425219941349,0.08797653958944282,0.6231671554252199,0.43841642228739003
Drake,2008,1179,0.7751491119079492,0.22485088809205084,0.237,75.53846153846153,3.4,2.6153846153846154,0.8856304985337243,0.11730205278592376,0.05278592375366569,0.0747800586510264,0.8709677419354839,0.7551319648093842
Drexel,2008,1180,0.7406706513524823,0.2593293486475178,0.2902,76.3125,3.0,2.0625,0.7565982404692082,0.24633431085043989,0.2844574780058651,0.3152492668621701,0.6231671554252199,0.12023460410557185
Duke,2008,1181,0.719574587080245,0.28042541291975503,0.2940588117623525,77.41666666666667,2.4,2.25,0.6686217008797654,0.3343108504398827,0.31085043988269795,0.781524926686217,0.1935483870967742,0.27419354838709675
Duquesne,2008,1182,0.5685577085936891,0.43144229140631074,0.40671865626874626,75.71428571428571,2.8,2.4285714285714284,0.06744868035190615,0.9354838709677419,0.9530791788856305,0.10557184750733138,0.4750733137829912,0.5029325513196481
East Carolina,2008,1187,0.6178423467259837,0.3821576532740164,0.35480000000000006,76.64285714285714,3.0,2.4285714285714284,0.19648093841642228,0.8064516129032258,0.7683284457478006,0.45161290322580644,0.6231671554252199,0.5029325513196481
East Tennessee St.,2008,1190,0.6579345427236434,0.34206545727635673,0.33039999999999997,76.6923076923077,3.2,2.6153846153846154,0.3489736070381232,0.6539589442815249,0.5747800586510264,0.47947214076246336,0.7565982404692082,0.7551319648093842
Eastern Illinois,2008,1183,0.5080356448692935,0.49196435513070647,0.38456925844493295,76.92307692307692,3.6,2.769230769230769,0.01466275659824047,0.9882697947214076,0.8914956011730205,0.5879765395894428,0.9560117302052786,0.8724340175953079
Eastern Kentucky,2008,1184,0.7711146101036426,0.22888538989635746,0.23920000000000002,77.4,2.8,2.6,0.8709677419354839,0.13196480938416422,0.05865102639296188,0.7756598240469208,0.4750733137829912,0.7375366568914956
Eastern Michigan,2008,1185,0.6707381386233694,0.32926186137663044,0.35819999999999996,76.5,3.4,2.7857142857142856,0.4046920821114369,0.5982404692082112,0.7947214076246334,0.3841642228739003,0.8709677419354839,0.8900293255131965
Eastern Washington,2008,1186,0.6386388865952899,0.3613611134047101,0.31686337267453485,76.0,2.4,2.4444444444444446,0.2727272727272727,0.7302052785923754,0.4574780058651026,0.19794721407624633,0.1935483870967742,0.5293255131964809
Elon,2008,1189,0.6915945330630495,0.30840546693695053,0.316,76.23076923076923,3.0,2.3076923076923075,0.5278592375366569,0.4750733137829912,0.4413489736070381,0.27712609970674484,0.6231671554252199,0.3416422287390029
Evansville,2008,1191,0.7153899001115042,0.2846100998884958,0.3255348930213957,75.15384615384616,2.4,2.1538461538461537,0.6451612903225806,0.35777126099706746,0.5249266862170088,0.03225806451612903,0.1935483870967742,0.20234604105571846
FIU,2008,1198,0.6492788619603705,0.35072113803962934,0.3738000000000001,76.54545454545455,2.8,2.4166666666666665,0.30498533724340177,0.6979472140762464,0.873900293255132,0.41642228739002934,0.4750733137829912,0.4706744868035191
Fairfield,2008,1193,0.6238864332096152,0.37611356679038477,0.3291976840363937,76.93333333333334,2.2,2.3333333333333335,0.21114369501466276,0.7917888563049853,0.5718475073313783,0.6055718475073314,0.10850439882697947,0.3709677419354839
Fairleigh Dickinson,2008,1192,0.8229922512444192,0.17700774875558062,0.22164432886577315,75.75,3.0,2.4166666666666665,0.9824046920821115,0.020527859237536656,0.02346041055718475,0.11436950146627566,0.6231671554252199,0.4706744868035191
Florida,2008,1196,0.7350461585412376,0.2649538414587625,0.2781443711257749,77.5,1.8,1.5833333333333333,0.7331378299120235,0.2697947214076246,0.22580645161290322,0.8064516129032258,0.030791788856304986,0.005865102639296188
Florida A&M,2008,1197,0.6344079056086195,0.36559209439138046,0.3222,74.75,3.4,2.8333333333333335,0.26099706744868034,0.7419354838709677,0.49266862170087977,0.01466275659824047,0.8709677419354839,0.9090909090909091
Florida Atlantic,2008,1194,0.5495414819266276,0.4504585180733724,0.3582,76.92857142857143,3.0,2.2941176470588234,0.0469208211143695,0.9560117302052786,0.7976539589442815,0.5982404692082112,0.6231671554252199,0.32111436950146627
Florida Gulf Coast,2008,1195,0.6953134749464202,0.30468652505357957,0.34475639966969457,76.71428571428571,3.6,2.9285714285714284,0.5513196480938416,0.45161290322580644,0.7096774193548387,0.49266862170087977,0.9560117302052786,0.9442815249266863
Florida St.,2008,1199,0.7394156398825195,0.2605843601174805,0.25985197039407876,77.38461538461539,3.6,2.5,0.750733137829912,0.25219941348973607,0.1348973607038123,0.7712609970674487,0.9560117302052786,0.6143695014662757
Fordham,2008,1200,0.7771270778571964,0.2228729221428033,0.23210715713714508,77.15384615384616,3.6,2.857142857142857,0.8944281524926686,0.10850439882697947,0.04398826979472141,0.6803519061583577,0.9560117302052786,0.9222873900293255
Fresno St.,2008,1201,0.6475114543076356,0.3524885456923643,0.2924,76.84615384615384,3.4,2.769230769230769,0.2932551319648094,0.7096774193548387,0.2991202346041056,0.5527859237536656,0.8709677419354839,0.8724340175953079
Furman,2008,1202,0.6330386353424192,0.3669613646575808,0.4073555866480111,75.76923076923077,2.0,1.8461538461538463,0.25219941348973607,0.750733137829912,0.9560117302052786,0.12316715542521994,0.06158357771260997,0.02785923753665689
Gardner Webb,2008,1205,0.7618646301665857,0.23813536983341438,0.3042,76.0,2.4,2.230769230769231,0.841642228739003,0.16129032258064516,0.3782991202346041,0.19794721407624633,0.1935483870967742,0.2536656891495601
George Mason,2008,1206,0.8294957064970145,0.17050429350298538,0.2556511302260452,76.0,3.2,2.4545454545454546,0.9853372434017595,0.017595307917888565,0.12023460410557185,0.19794721407624633,0.7565982404692082,0.5351906158357771
George Washington,2008,1203,0.7104798275011042,0.28952017249889594,0.36247249449889984,77.4375,3.0,2.1875,0.6158357771260997,0.3870967741935484,0.8211143695014663,0.7888563049853372,0.6231671554252199,0.23460410557184752
Georgetown,2008,1207,0.7296822818126697,0.2703177181873305,0.3354670934186837,77.58333333333333,2.8,2.5833333333333335,0.7155425219941349,0.2873900293255132,0.624633431085044,0.844574780058651,0.4750733137829912,0.7199413489736071
Georgia,2008,1208,0.6920728480069811,0.3079271519930188,0.32346469293858776,78.0,3.0,2.25,0.533724340175953,0.46920821114369504,0.501466275659824,0.9354838709677419,0.6231671554252199,0.27419354838709675
Georgia Southern,2008,1204,0.6772051002946693,0.32279489970533065,0.30335731414868106,76.33333333333333,3.2,2.6,0.4310850439882698,0.5718475073313783,0.375366568914956,0.32697947214076245,0.7565982404692082,0.7375366568914956
Georgia St.,2008,1209,0.6388880986426897,0.36111190135731014,0.34180000000000005,76.9090909090909,2.6,2.3636363636363638,0.2756598240469208,0.7272727272727273,0.6891495601173021,0.5674486803519062,0.32404692082111436,0.4090909090909091
Georgia Tech,2008,1210,0.5708927894341436,0.42910721056585643,0.3886,77.71428571428571,3.0,2.5,0.07917888563049853,0.9237536656891495,0.9090909090909091,0.8797653958944281,0.6231671554252199,0.6143695014662757
Gonzaga,2008,1211,0.5767582120696154,0.4232417879303846,0.3515296940611878,79.57142857142857,2.6,2.4285714285714284,0.093841642228739,0.9090909090909091,0.7419354838709677,1.0,0.32404692082111436,0.5029325513196481
Grambling St.,2008,1212,0.6849702611772812,0.3150297388227188,0.3517296540691862,75.4375,2.8,1.9375,0.4838709677419355,0.5190615835777126,0.7478005865102639,0.0469208211143695,0.4750733137829912,0.08064516129032258
Green Bay,2008,1453,0.7527509242776941,0.2472490757223059,0.3442101074413052,76.6923076923077,2.4,2.230769230769231,0.8005865102639296,0.20234604105571846,0.7038123167155426,0.47947214076246336,0.1935483870967742,0.2536656891495601
Hampton,2008,1214,0.6828132297991593,0.31718677020084074,0.3515406162464987,76.75,2.8,2.5625,0.47214076246334313,0.530791788856305,0.7448680351906158,0.5058651026392962,0.4750733137829912,0.6964809384164223
Hartford,2008,1216,0.6836606395891464,0.3163393604108535,0.2966,75.71428571428571,2.4,2.4285714285714284,0.4750733137829912,0.5278592375366569,0.3313782991202346,0.10557184750733138,0.1935483870967742,0.5029325513196481
Harvard,2008,1217,0.6068791542418094,0.3931208457581906,0.32630272952853595,76.66666666666667,2.4,2.1333333333333333,0.17008797653958943,0.8328445747800587,0.533724340175953,0.46187683284457476,0.1935483870967742,0.17302052785923755
Hawaii,2008,1218,0.7838642263775596,0.21613577362244035,0.2383523295340932,78.9090909090909,3.6,3.1818181818181817,0.9149560117302052,0.08797653958944282,0.05571847507331378,0.9970674486803519,0.9560117302052786,0.9941348973607038
High Point,2008,1219,0.8050393337047052,0.1949606662952949,0.25145029005801167,75.84615384615384,2.6,2.3076923076923075,0.9501466275659824,0.05278592375366569,0.0967741935483871,0.15249266862170088,0.32404692082111436,0.3416422287390029
Hofstra,2008,1220,0.7865434928246536,0.2134565071753464,0.2894,76.85714285714286,2.8,2.2666666666666666,0.9266862170087976,0.07624633431085044,0.27419354838709675,0.5601173020527859,0.4750733137829912,0.2932551319648094
Holy Cross,2008,1221,0.6812100951098818,0.3187899048901181,0.33699999999999997,77.46666666666667,3.4,2.533333333333333,0.4662756598240469,0.5366568914956011,0.6510263929618768,0.8005865102639296,0.8709677419354839,0.6539589442815249
Houston,2008,1222,0.6593807912009608,0.34061920879903945,0.36825269892043183,77.07142857142857,3.6,2.5714285714285716,0.36070381231671556,0.6422287390029325,0.8475073313782991,0.6334310850439883,0.9560117302052786,0.7067448680351907
Howard,2008,1224,0.6302072873805507,0.3697927126194493,0.3661506707946337,78.0,2.2,1.9166666666666667,0.2375366568914956,0.7653958944281525,0.8357771260997068,0.9354838709677419,0.10850439882697947,0.04985337243401759
IU Indy,2008,1237,0.7455526082452562,0.254447391754744,0.233712512926577,76.0909090909091,3.2,2.5454545454545454,0.7712609970674487,0.2316715542521994,0.04985337243401759,0.2375366568914956,0.7565982404692082,0.6891495601173021
Idaho,2008,1225,0.6634971365463694,0.33650286345363045,0.37105157936825267,77.75,3.6,3.0833333333333335,0.3782991202346041,0.624633431085044,0.8592375366568915,0.8885630498533724,0.9560117302052786,0.9853372434017595
Idaho St.,2008,1226,0.6939105120761823,0.3060894879238177,0.33053221288515405,77.75,2.8,2.3076923076923075,0.5425219941348973,0.4604105571847507,0.5806451612903226,0.8885630498533724,0.4750733137829912,0.3416422287390029
Illinois,2008,1228,0.6590787007572882,0.3409212992427118,0.31893621275744855,78.53333333333333,3.0,2.3333333333333335,0.35777126099706746,0.6451612903225806,0.4662756598240469,0.9882697947214076,0.6231671554252199,0.3709677419354839
Illinois Chicago,2008,1227,0.6257467273770038,0.37425327262299635,0.38367673534706936,76.91666666666667,3.2,2.2857142857142856,0.21700879765395895,0.7859237536656891,0.8885630498533724,0.5762463343108505,0.7565982404692082,0.3093841642228739
Illinois St.,2008,1229,0.6575872834861938,0.34241271651380617,0.3363327334533093,76.07692307692308,3.2,3.076923076923077,0.34310850439882695,0.6598240469208211,0.6363636363636364,0.2287390029325513,0.7565982404692082,0.9794721407624634
Indiana,2008,1231,0.802460841174783,0.19753915882521714,0.27125425085017,77.0,2.2,2.5714285714285716,0.9472140762463344,0.05571847507331378,0.18475073313782991,0.6187683284457478,0.10850439882697947,0.7067448680351907
Indiana St.,2008,1232,0.7164100808988696,0.2835899191011302,0.327203677793324,75.83333333333333,3.0,2.5833333333333335,0.6480938416422287,0.3548387096774194,0.5483870967741935,0.14222873900293256,0.6231671554252199,0.7199413489736071
Iona,2008,1233,0.6647315819663434,0.33526841803365665,0.2484965119076257,76.0,3.0,2.769230769230769,0.3812316715542522,0.6217008797653959,0.08797653958944282,0.19794721407624633,0.6231671554252199,0.8724340175953079
Iowa,2008,1234,0.6282737444366294,0.37172625556337074,0.32360000000000005,78.36363636363636,2.6,2.5454545454545454,0.2287390029325513,0.7741935483870968,0.5073313782991202,0.9765395894428153,0.32404692082111436,0.6891495601173021
Iowa St.,2008,1235,0.7217587002650626,0.27824129973493755,0.3327996798078847,77.625,2.8,2.3125,0.6832844574780058,0.3196480938416422,0.5953079178885631,0.8621700879765396,0.4750733137829912,0.3563049853372434
Jackson St.,2008,1238,0.6997100193108019,0.30028998068919804,0.34321779202564623,76.61111111111111,2.8,2.6666666666666665,0.5718475073313783,0.4310850439882698,0.7008797653958945,0.4340175953079179,0.4750733137829912,0.7976539589442815
Jacksonville,2008,1239,0.7574083028251709,0.24259169717482904,0.31206241248249644,75.61538461538461,2.4,2.076923076923077,0.8181818181818182,0.18475073313782991,0.41055718475073316,0.08797653958944282,0.1935483870967742,0.14076246334310852
